project_id,Activity ID,Activity Name,WBS,Baseline Start,Baseline Finish,Start,Finish,Actual Start,Actual Finish,Remaining Duration,Total Float,Free Float,Critical,Longest Path,Predecessors,Successors,Remaining Units,Budgeted Units,Physical % Complete
The Big -P.01-UP-20-April-26,CON-B02-BAS01-1110,Dismantling Formwork (B02) (Bas 01),The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUB.1stB,12-Apr-26,12-Apr-26,30-Jul-26,30-Jul-26,,,1,-109,0,Yes,No,"CON-B02-BAS01-1090, CON-B02-BAS01-1100",CON-B02-GR-1040,0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-GR-1000,"Scaffolding works for Walls, Col. & Cores (B02) (GR)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.GF,30-Mar-26,06-Apr-26,16-Jul-26,25-Jul-26,,,7,-83,0,Yes,No,CON-B02-BAS01-1090,"CON-B02-GR-1010, CON-B02-GR-1010",0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-GR-1010,"RFT for Walls, Col. & Cores (B02) (GR)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.GF,30-Mar-26,12-Apr-26,16-Jul-26,30-Jul-26,,,12,-83,0,Yes,No,"CON-B02-GR-1000, CON-B02-GR-1000, E-APP-B02-GR-1000, P-MDEL-1130","CON-B02-GR-1020, CON-B02-GR-1020",1.0,1,0.0
The Big -P.01-UP-20-April-26,CON-B02-GR-1020,"Shuttering for Walls, Col. & Cores (B02) (GR)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.GF,01-Apr-26,15-Apr-26,19-Jul-26,02-Aug-26,,,12,-83,0,Yes,No,"CON-B02-GR-1010, CON-B02-GR-1010, E-APP-B02-GR-1000",CON-B02-GR-1030,0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-GR-1030,"Pouring for Walls, Col. & Cores (B02) (GR)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.GF,16-Apr-26,18-Apr-26,03-Aug-26,04-Aug-26,,,2,-83,0,Yes,No,"CON-B02-GR-1020, P-MDEL-1030","CON-B02-GR-1040, AB-SUB-B02-GR-1000, CON-B02-GR-1050",0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-GR-1040,Shuttering for Slabs & Beams (B02) (GR),The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.GF,23-Apr-26,04-May-26,10-Aug-26,20-Aug-26,,,10,-87,0,Yes,No,"CON-B02-GR-1030, CON-B02-BAS01-1110, E-APP-B02-GR-1020, E-APP-B02-GR-1030","CON-B02-GR-1060, CON-B02-GR-1060",0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-GR-1050,Shuttering for Stairs  (B02) (GR),The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.GF,20-Apr-26,28-Apr-26,06-Aug-26,15-Aug-26,,,8,-74,0,Yes,No,"CON-B02-GR-1030, E-APP-B02-GR-1010","CON-B02-GR-1070, CON-B02-GR-1070",0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-GR-1060,RFT for Slabs & Beams (B02) (GR),The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.GF,26-Apr-26,09-May-26,12-Aug-26,25-Aug-26,,,12,-87,0,Yes,No,"CON-B02-GR-1040, CON-B02-GR-1040, E-APP-B02-GR-1020, E-APP-B02-GR-1030, P-MDEL-1130",CON-B02-GR-1100,0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-GR-1070,RFT for Stairs  (B02) (GR),The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.GF,22-Apr-26,30-Apr-26,09-Aug-26,17-Aug-26,,,8,-74,0,Yes,No,"CON-B02-GR-1050, CON-B02-GR-1050, E-APP-B02-GR-1010, P-MDEL-1130",CON-B02-GR-1080,0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-GR-1100,Pouring for Slabs & Beams (B02) (GR),The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.GF,10-May-26,11-May-26,26-Aug-26,29-Aug-26,,,2,-87,0,Yes,No,"CON-B02-GR-1060, P-MDEL-1030","CON-B02-GR-1110, KD-MS-1040, AB-SUB-B02-GR-1020, AB-SUB-B02-GR-1030",0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-GR-1080,Pouring for Stairs  (B02) (GR),The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.GF,02-May-26,03-May-26,18-Aug-26,19-Aug-26,,,2,-74,0,Yes,No,"CON-B02-GR-1070, P-MDEL-1030","CON-B02-GR-1090, AB-SUB-B02-GR-1010",0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-GR-1090,"Curing for Slabs, Beams Stairs (B02) (GR)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.GF,04-May-26,08-May-26,20-Aug-26,24-Aug-26,,,5,-93,0,Yes,No,CON-B02-GR-1080,CON-B02-1ST-1000,0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-GR-1110,Dismantling Formwork (B02) (GR),The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.GF,02-Jun-26,02-Jun-26,15-Sep-26,15-Sep-26,,,1,-73,19,Yes,No,CON-B02-GR-1100,CON-B02-1ST-1040,0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-1ST-1000,"Scaffolding works for Walls, Col. & Cores (B02) (1st)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.1stF,01-Jun-26,07-Jun-26,14-Sep-26,20-Sep-26,,,6,-77,0,Yes,No,CON-B02-GR-1090,"CON-B02-1ST-1010, CON-B02-1ST-1010",0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-1ST-1010,"RFT for Walls, Col. & Cores (B02) (1st)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.1stF,04-Jun-26,15-Jun-26,17-Sep-26,28-Sep-26,,,10,-77,0,Yes,No,"CON-B02-1ST-1000, CON-B02-1ST-1000, E-APP-B02-1ST-1000, P-MDEL-1120","CON-B02-1ST-1020, CON-B02-1ST-1020",10.0,10,0.0
The Big -P.01-UP-20-April-26,CON-B02-1ST-1020,"Shuttering for Walls, Col. & Cores (B02) (1st)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.1stF,08-Jun-26,18-Jun-26,21-Sep-26,01-Oct-26,,,10,-77,0,Yes,No,"CON-B02-1ST-1010, CON-B02-1ST-1010, E-APP-B02-1ST-1000",CON-B02-1ST-1030,0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-1ST-1030,"Pouring for Walls, Col. & Cores (B02) (1st)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.1stF,20-Jun-26,21-Jun-26,03-Oct-26,04-Oct-26,,,2,-77,0,Yes,No,"CON-B02-1ST-1020, P-MDEL-1030","CON-B02-1ST-1040, AB-SUB-B02-1ST-1000",0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-1ST-1040,"Shuttering for Slabs, Beams & Stairs (B02) (1st)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.1stF,22-Jun-26,06-Jul-26,05-Oct-26,19-Oct-26,,,12,-77,0,Yes,No,"E-APP-B02-1ST-1030, E-APP-B02-1ST-1020, E-APP-B02-1ST-1010, CON-B02-1ST-1030, CON-B02-GR-1110","CON-B02-1ST-1050, CON-B02-1ST-1050",0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-1ST-1050,"RFT for Slabs, Beams & Stairs (B02) (1st)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.1stF,27-Jun-26,11-Jul-26,11-Oct-26,24-Oct-26,,,12,-77,0,Yes,No,"CON-B02-1ST-1040, CON-B02-1ST-1040, E-APP-B02-1ST-1010, E-APP-B02-1ST-1020, E-APP-B02-1ST-1030, P-MDEL-1120",CON-B02-1ST-1060,0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-1ST-1060,"Pouring for Slabs, Beams & Stairs (B02) (1st)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.1stF,12-Jul-26,14-Jul-26,25-Oct-26,27-Oct-26,,,3,-77,0,Yes,No,"CON-B02-1ST-1050, P-MDEL-1030","CON-B02-1ST-1070, CON-B02-1ST-1080, AB-SUB-B02-1ST-1010, AB-SUB-B02-1ST-1020, AB-SUB-B02-1ST-1030",0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-1ST-1070,"Curing for Slabs, Beams & Stairs (B02) (1st)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.1stF,15-Jul-26,19-Jul-26,28-Oct-26,01-Nov-26,,,5,-92,0,Yes,No,CON-B02-1ST-1060,CON-B02-2ND-1000,0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-1ST-1080,Dismantling Formwork (B02) (1st),The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.1stF,28-Jul-26,28-Jul-26,09-Nov-26,09-Nov-26,,,1,-69,22,Yes,No,CON-B02-1ST-1060,CON-B02-2ND-1040,0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-2ND-1000,"Scaffolding works for Walls, Col. & Cores (B02) (2nd)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.2ndF,28-Jul-26,02-Aug-26,10-Nov-26,15-Nov-26,,,5,-77,0,Yes,No,CON-B02-1ST-1070,"CON-B02-2ND-1010, CON-B02-2ND-1010",0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-2ND-1010,"RFT for Walls, Col. & Cores (B02) (2nd)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.2ndF,30-Jul-26,12-Aug-26,12-Nov-26,25-Nov-26,,,12,-77,0,Yes,No,"CON-B02-2ND-1000, CON-B02-2ND-1000, E-APP-B02-2ND-1000, P-MDEL-1110","CON-B02-2ND-1020, CON-B02-2ND-1020",1.0,1,0.0
The Big -P.01-UP-20-April-26,CON-B02-2ND-1020,"Shuttering for Walls, Col. & Cores (B02) (2nd)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.2ndF,03-Aug-26,16-Aug-26,16-Nov-26,29-Nov-26,,,12,-77,0,Yes,No,"CON-B02-2ND-1010, CON-B02-2ND-1010, E-APP-B02-2ND-1000",CON-B02-2ND-1030,0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-2ND-1030,"Pouring for Walls, Col. & Cores (B02) (2nd)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.2ndF,17-Aug-26,18-Aug-26,30-Nov-26,01-Dec-26,,,2,-77,0,Yes,No,"CON-B02-2ND-1020, P-MDEL-1030","CON-B02-2ND-1040, AB-SUB-B02-2ND-1000",0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-2ND-1040,"Shuttering for Slabs, Beams & Stairs (B02) (2nd)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.2ndF,19-Aug-26,06-Sep-26,02-Dec-26,19-Dec-26,,,15,-77,0,Yes,No,"E-APP-B02-2ND-1030, E-APP-B02-2ND-1020, E-APP-B02-2ND-1010, CON-B02-2ND-1030, CON-B02-1ST-1080","CON-B02-2ND-1050, CON-B02-2ND-1050",0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-2ND-1050,"RFT for Slabs, Beams & Stairs (B02) (2nd)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.2ndF,24-Aug-26,10-Sep-26,07-Dec-26,23-Dec-26,,,15,-77,0,Yes,No,"CON-B02-2ND-1040, CON-B02-2ND-1040, E-APP-B02-2ND-1010, E-APP-B02-2ND-1020, E-APP-B02-2ND-1030, P-MDEL-1110",CON-B02-2ND-1060,0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-2ND-1060,"Pouring for Slabs, Beams & Stairs (B02) (2nd)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.2ndF,12-Sep-26,14-Sep-26,24-Dec-26,27-Dec-26,,,3,-77,0,Yes,No,"CON-B02-2ND-1050, P-MDEL-1030","CON-B02-2ND-1070, CON-B02-2ND-1080, AB-SUB-B02-2ND-1010, AB-SUB-B02-2ND-1020, AB-SUB-B02-2ND-1030",0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-2ND-1070,"Curing for Slabs, Beams & Stairs (B02) (2nd)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.2ndF,15-Sep-26,19-Sep-26,28-Dec-26,01-Jan-27,,,5,-91,0,Yes,No,CON-B02-2ND-1060,CON-B02-3RD-1000,0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-2ND-1080,Dismantling Formwork (B02) (2nd),The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.2ndF,27-Sep-26,27-Sep-26,10-Jan-27,10-Jan-27,,,1,-70,22,Yes,No,CON-B02-2ND-1060,CON-B02-3RD-1040,0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-3RD-1000,"Scaffolding works for Walls, Col. & Cores (B02) (3rd)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.3rdF,28-Sep-26,03-Oct-26,10-Jan-27,14-Jan-27,,,5,-77,0,Yes,No,CON-B02-2ND-1070,"CON-B02-3RD-1010, CON-B02-3RD-1010",0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-3RD-1010,"RFT for Walls, Col. & Cores (B02) (3rd)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.3rdF,30-Sep-26,14-Oct-26,12-Jan-27,26-Jan-27,,,12,-77,0,Yes,No,"CON-B02-3RD-1000, CON-B02-3RD-1000, E-APP-B02-3RD-1000, P-MDEL-1100","CON-B02-3RD-1020, CON-B02-3RD-1020",1.0,1,0.0
The Big -P.01-UP-20-April-26,CON-B02-3RD-1020,"Shuttering for Walls, Col. & Cores (B02) (3rd)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.3rdF,04-Oct-26,18-Oct-26,16-Jan-27,30-Jan-27,,,12,-77,0,Yes,No,"CON-B02-3RD-1010, CON-B02-3RD-1010, E-APP-B02-3RD-1000",CON-B02-3RD-1030,0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-3RD-1030,"Pouring for Walls, Col. & Cores (B02) (3rd)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.3rdF,19-Oct-26,20-Oct-26,31-Jan-27,01-Feb-27,,,2,-77,0,Yes,No,"CON-B02-3RD-1020, P-MDEL-1030","CON-B02-3RD-1040, AB-SUB-B02-3RD-1000",0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-3RD-1040,"Shuttering for Slabs, Beams & Stairs(B02) (3rd)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.3rdF,21-Oct-26,07-Nov-26,02-Feb-27,18-Feb-27,,,15,-77,0,Yes,No,"E-APP-B02-3RD-1030, E-APP-B02-3RD-1020, E-APP-B02-3RD-1010, CON-B02-3RD-1030, CON-B02-2ND-1080","CON-B02-3RD-1050, CON-B02-3RD-1050",0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-3RD-1050,"RFT for Slabs, Beams & Stairs (B02) (3rd)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.3rdF,26-Oct-26,11-Nov-26,07-Feb-27,23-Feb-27,,,15,-77,0,Yes,No,"CON-B02-3RD-1040, CON-B02-3RD-1040, E-APP-B02-3RD-1010, E-APP-B02-3RD-1020, E-APP-B02-3RD-1030, P-MDEL-1100",CON-B02-3RD-1060,0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-3RD-1060,"Pouring for Slabs, Beams & Stairs (B02) (3rd)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.3rdF,12-Nov-26,15-Nov-26,24-Feb-27,27-Feb-27,,,3,-77,0,Yes,No,"CON-B02-3RD-1050, P-MDEL-1030","CON-B02-3RD-1070, CON-B02-3RD-1080, AB-SUB-B02-3RD-1010, AB-SUB-B02-3RD-1020, AB-SUB-B02-3RD-1030",0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-3RD-1070,"Curing for Slabs, Beams & Stairs (B02) (3rd)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.3rdF,16-Nov-26,20-Nov-26,28-Feb-27,04-Mar-27,,,5,-93,0,Yes,No,CON-B02-3RD-1060,CON-B02-4TH-1000,0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-3RD-1080,Dismantling Formwork (B02) (3rd),The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.3rdF,27-Nov-26,27-Nov-26,15-Mar-27,15-Mar-27,,,1,-73,19,Yes,No,CON-B02-3RD-1060,CON-B02-4TH-1040,0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-4TH-1000,"Scaffolding works for Walls, Col. & Cores (B02) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.4thF,29-Nov-26,03-Dec-26,13-Mar-27,17-Mar-27,,,5,-74,0,Yes,No,CON-B02-3RD-1070,"CON-B02-4TH-1010, CON-B02-4TH-1010",0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-4TH-1010,"RFT for Walls, Col. & Cores (B02) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.4thF,01-Dec-26,14-Dec-26,15-Mar-27,28-Mar-27,,,12,-74,0,Yes,No,"CON-B02-4TH-1000, CON-B02-4TH-1000, E-APP-B02-4TH-1000, P-MDEL-1090","CON-B02-4TH-1020, CON-B02-4TH-1020",1.0,1,0.0
The Big -P.01-UP-20-April-26,CON-B02-4TH-1020,"Shuttering for Walls, Col. & Cores (B02) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.4thF,05-Dec-26,17-Dec-26,18-Mar-27,31-Mar-27,,,12,-74,0,Yes,No,"CON-B02-4TH-1010, CON-B02-4TH-1010, E-APP-B02-4TH-1000",CON-B02-4TH-1030,0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-4TH-1030,"Pouring for Walls, Col. & Cores (B02) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.4thF,19-Dec-26,20-Dec-26,01-Apr-27,03-Apr-27,,,2,-74,0,Yes,No,"CON-B02-4TH-1020, P-MDEL-1030","CON-B02-4TH-1040, AB-SUB-B02-4TH-1000",0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-4TH-1040,"Shuttering for Slabs, Beams & Stairs (B02) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.4thF,21-Dec-26,06-Jan-27,04-Apr-27,20-Apr-27,,,15,-74,0,Yes,No,"E-APP-B02-4TH-1030, E-APP-B02-4TH-1020, E-APP-B02-4TH-1010, CON-B02-4TH-1030, CON-B02-3RD-1080","CON-B02-4TH-1050, CON-B02-4TH-1050",0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-4TH-1050,"RFT for Slabs, Beams & Stairs (B02) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.4thF,24-Dec-26,11-Jan-27,07-Apr-27,24-Apr-27,,,15,-74,0,Yes,No,"CON-B02-4TH-1040, CON-B02-4TH-1040, E-APP-B02-4TH-1010, E-APP-B02-4TH-1020, E-APP-B02-4TH-1030, P-MDEL-1090",CON-B02-4TH-1060,0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-4TH-1060,"Pouring for Slabs, Beams & Stairs (B02) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.4thF,12-Jan-27,14-Jan-27,25-Apr-27,27-Apr-27,,,3,-74,0,Yes,No,"CON-B02-4TH-1050, P-MDEL-1030","CON-B02-4TH-1070, CON-B02-4TH-1080, AB-SUB-B02-4TH-1010, AB-SUB-B02-4TH-1020, AB-SUB-B02-4TH-1030",0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-4TH-1070,"Curing for Slabs, Beams & Stairs (B02) (4th)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.4thF,15-Jan-27,19-Jan-27,28-Apr-27,02-May-27,,,5,-90,0,Yes,No,CON-B02-4TH-1060,CON-B02-RF-1000,0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-4TH-1080,Dismantling Formwork (B02) (4th),The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.4thF,28-Jan-27,28-Jan-27,10-May-27,10-May-27,,,1,-69,21,Yes,No,CON-B02-4TH-1060,CON-B02-RF-1060,0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-RF-1000,"Scaffolding works for Walls, Col. & Cores (B02) (RF)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.RF,28-Jan-27,30-Jan-27,11-May-27,12-May-27,,,2,-74,0,Yes,No,CON-B02-4TH-1070,CON-B02-RF-1010,0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-RF-1010,"RFT for Walls, Col. & Cores (B02) (RF)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.RF,31-Jan-27,02-Feb-27,13-May-27,16-May-27,,,3,-74,0,Yes,No,"CON-B02-RF-1000, E-APP-B02-RF-1000, P-MDEL-1200",CON-B02-RF-1020,0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-RF-1020,"Shuttering for Walls, Col. & Cores (B02) (RF)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.RF,03-Feb-27,06-Feb-27,17-May-27,19-May-27,,,3,-74,0,Yes,No,"CON-B02-RF-1010, E-APP-B02-RF-1000",CON-B02-RF-1030,0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-RF-1030,"Pouring for Walls, Col. & Cores (B02) (RF)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.RF,07-Feb-27,08-Feb-27,20-May-27,22-May-27,,,2,-74,0,Yes,No,"CON-B02-RF-1020, P-MDEL-1030","CON-B02-RF-1040, AB-SUB-B02-RF-1000",0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-RF-1040,"Shuttering for Slabs, Beams  (B02) (RF)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.RF,09-Feb-27,13-Feb-27,23-May-27,26-May-27,,,4,-74,0,Yes,No,"E-APP-B02-RF-1020, E-APP-B02-RF-1010, CON-B02-RF-1030",CON-B02-RF-1050,0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-RF-1050,"RFT for Slabs, Beams  (B02) (RF)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.RF,14-Feb-27,17-Feb-27,27-May-27,31-May-27,,,4,-74,0,Yes,No,"CON-B02-RF-1040, E-APP-B02-RF-1010, E-APP-B02-RF-1020, P-MDEL-1200",CON-B02-RF-1060,0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-RF-1060,"Pouring for Slabs, Beams  (B02) (RF)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.RF,18-Feb-27,20-Feb-27,01-Jun-27,02-Jun-27,,,2,-74,0,Yes,No,"CON-B02-RF-1050, P-MDEL-1030, CON-B02-4TH-1080","CON-B02-RF-1070, CON-B02-RF-1080, AB-SUB-B02-RF-1010, AB-SUB-B02-RF-1020",0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-RF-1070,"Curing for Slabs, Beams  (B02) (RF)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.RF,21-Feb-27,25-Feb-27,03-Jun-27,07-Jun-27,,,5,-73,7,Yes,No,CON-B02-RF-1060,CON-B02-RF-1080,0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B02-RF-1080,Dismantling Formwork (B02) (RF),The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.RF,04-Mar-27,04-Mar-27,15-Jun-27,15-Jun-27,,,1,-80,0,Yes,No,"CON-B02-RF-1060, CON-B02-RF-1070",HO-1020,0.0,0,0.0
The Big -P.01-UP-20-April-26,CON-B04-FOOT-1000,Shuttering for PC Raft (B04) (footing),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.1,06-Jan-26,06-Jan-26,01-Dec-25,03-Dec-25,01-Dec-25,03-Dec-25,0,0,0,No,No,"E-APP-B04-FOOT-1010, CON-EW-B04-1010, P-MDEL-1020","CON-B04-FOOT-1010, AB-SUB-B04-FOOT-1000",0.0,0,1.0
The Big -P.01-UP-20-April-26,CON-B04-FOOT-1010,Pouring for PC Raft (B04) (footing),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.1,08-Jan-26,08-Jan-26,22-Dec-25,23-Dec-25,22-Dec-25,23-Dec-25,0,0,0,No,No,"CON-B04-FOOT-1000, P-MDEL-1030","CON-B04-FOOT-1020, AB-SUB-B04-FOOT-1000",0.0,0,1.0
The Big -P.01-UP-20-April-26,CON-B04-FOOT-1020,Curing for PC Raft (B04) (footing),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.1,09-Jan-26,11-Jan-26,23-Dec-25,23-Dec-25,23-Dec-25,23-Dec-25,0,0,0,No,No,CON-B04-FOOT-1010,"CON-B04-FOOT-1030, CON-B04-FOOT-1030",0.0,0,1.0
The Big -P.01-UP-20-April-26,CON-B04-FOOT-1030,Waterproofing & Ins. Protection works (B04) (footing),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.1,12-Jan-26,13-Jan-26,24-Dec-25,24-Dec-25,24-Dec-25,24-Dec-25,0,0,0,No,No,"CON-B04-FOOT-1020, P-MDEL-1040, E-APP-B04-FOOT-1000, CON-B04-FOOT-1020","CON-B04-FOOT-1040, AB-SUB-B04-FOOT-1030",0.0,0,1.0
The Big -P.01-UP-20-April-26,CON-B04-FOOT-1040,Shuttering for RC Raft & Footings (B04) (footing),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.1,14-Jan-26,22-Jan-26,10-Mar-26,19-May-26,10-Mar-26,,3,-90,0,Yes,No,"CON-B04-FOOT-1030, E-APP-B04-FOOT-1020","CON-B04-FOOT-1050, AB-SUB-B04-FOOT-1010, CON-B04-FOOT-1050, CON-B04-FOOT-1060",0.0,0,0.65
The Big -P.01-UP-20-April-26,CON-B04-FOOT-1050,RFT for RC Raft & Footings (B04) (footing),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.1,15-Jan-26,24-Jan-26,10-Mar-26,19-May-26,10-Mar-26,,3,-88,0,Yes,No,"CON-B04-FOOT-1040, E-APP-B04-FOOT-1030, CON-B04-FOOT-1040, P-MDEL-1000","CON-B04-FOOT-1080, AB-SUB-B04-FOOT-1020",0.35,1,0.65
The Big -P.01-UP-20-April-26,CON-B04-FOOT-1080,Pouring for RC Raft & Footings (B04) (footing),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.1,26-Jan-26,27-Jan-26,12-Mar-26,17-May-26,12-Mar-26,,1,-88,2,Yes,No,"CON-B04-FOOT-1050, P-MDEL-1030","CON-B04-FOOT-1100, AB-SUB-B04-FOOT-1020",0.0,0,0.65
The Big -P.01-UP-20-April-26,CON-B04-FOOT-1100,Curing & Deshuttering for RC Raft & Footings (B04) (footing),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.1,29-Jan-26,31-Jan-26,19-May-26,22-May-26,,,3,-111,0,Yes,No,"CON-B04-FOOT-1080, CON-B04-FOOT-1090","CON-B04-FOOT-1110, CON-B04-BAS02-1000",0.0,0,0.0
