project_id,wbs_id,cost_code,activity_name,budget_cost,committed_cost,actual_cost,forecast_cost
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B03.SUP.RF,CON-B03-RF-1030,"Pouring for Walls, Col. & Cores (B03) (RF)",106392.2,0,0,106392.2
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUP.1stF,CON-B04-1ST-1030,"Pouring for Walls, Col. & Cores (B04) (1st)",453265.38,0,0,453265.38
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUP.2ndF,CON-B04-2ND-1030,"Pouring for Walls, Col. & Cores (B04) (2nd)",451268.03,0,0,451268.03
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUP.3rdF,CON-B04-3RD-1030,"Pouring for Walls, Col. & Cores (B04) (3rd)",379896.04,0,0,379896.04
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUP.4thF,CON-B04-4TH-1030,"Pouring for Walls, Col. & Cores (B04) (4th)",379896.04,0,0,379896.04
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUP.5thF,CON-B04-5TH-1030,"Pouring for Walls, Col. & Cores (B04) (5th)",379896.04,0,0,379896.04
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUP.6thF,CON-B04-6TH-1030,"Pouring for Walls, Col. & Cores (B04) (6th)",379896.04,0,0,379896.04
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUP.7thF,CON-B04-7TH-1030,"Pouring for Walls, Col. & Cores (B04) (7th)",379896.04,0,0,379896.04
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUP.8thF,CON-B04-8TH-1030,"Pouring for Walls, Col. & Cores (B04) (8th)",379896.04,0,0,379896.04
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUB.2,CON-B04-BAS01-1030,"Pouring for Walls, Col. & Cores (B04) (Bas 01)",2298417.67,0,0,2298417.67
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUB.3,CON-B04-BAS02-1030,"Pouring for Walls, Col. & Cores (B04) (Bas 02)",2459936.74,0,0,2459936.74
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUP.GF,CON-B04-GR-1030,"Pouring for Walls, Col. & Cores (B04) (GR)",704864.95,0,0,704864.95
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUP.RF,CON-B04-RF-1030,"Pouring for Walls, Col. & Cores (B04) (RF)",136285.88,0,0,136285.88
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.KD.MI,KD-MS-1050,Project Finish Date,0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.KD.MI,KD-MS-1000,Project Start Date,0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUB.1stB,CON-B01-BAS01-1090,RFT for  Ramps (B01) (Bas 01),1075623.24,0,0,1075623.24
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUB.2,CON-B04-BAS01-1080,RFT for  Ramps (B04) (Bas 01),1075623.24,0,0,1075623.24
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUB.F,CON-B01-FOOT-1070,RFT for Columns & Walls Below SOG (B01) (footing),80268,64214.4,64214.4,80268
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B02.SUB.F,CON-B02-FOOT-1070,RFT for Columns & Walls Below SOG (B02) (footing),98560.62,98560.62,98560.62,98560.62
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B03.SUB.F,CON-B03-FOOT-1070,RFT for Columns & Walls Below SOG (B03) (footing),59377.83,59377.83,59377.83,59377.83
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUB.1,CON-B04-FOOT-1070,RFT for Columns & Walls Below SOG (B04) (footing),127645.88,82969.82,82969.82,127645.88
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUB.2ndB,CON-B01-BAS02-1090,RFT for Ramps (B01) (Bas 02),1075623.24,0,0,1075623.24
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUB.3,CON-B04-BAS02-1090,RFT for Ramps (B04) (Bas 02),1075623.24,0,0,1075623.24
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUB.F,CON-B01-FOOT-1050,RFT for RC Raft & Footings (B01) (footing),13016490.4,13016490.4,13016490.4,13016490.4
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B02.SUB.F,CON-B02-FOOT-1050,RFT for RC Raft & Footings (B02) (footing),6313254.79,6313254.79,6313254.79,6313254.79
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B03.SUB.F,CON-B03-FOOT-1050,RFT for RC Raft & Footings (B03) (footing),7996512.12,7996512.12,7996512.12,7996512.12
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUB.1,CON-B04-FOOT-1050,RFT for RC Raft & Footings (B04) (footing),12042079.29,7827351.54,7827351.54,12042079.29
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUB.3.2,CON-B04-WT-1070,RFT for RC Raft (B04) (Water Tank),1860691.06,1860691.06,1860691.06,1860691.06
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUB.1stB,CON-B01-BAS01-1060,RFT for Slabs & Beams (B01) (Bas 01),3436647.26,0,0,3436647.26
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUB.2ndB,CON-B01-BAS02-1070,RFT for Slabs & Beams (B01) (Bas 02),3160336.76,0,0,3160336.76
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUP.GF,CON-B01-GR-1060,RFT for Slabs & Beams (B01) (GR),1485376.19,0,0,1485376.19
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B02.SUB.1stB,CON-B02-BAS01-1060,RFT for Slabs & Beams (B02) (Bas 01),2217753.89,0,0,2217753.89
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B02.SUB.2ndB,CON-B02-BAS02-1060,RFT for Slabs & Beams (B02) (Bas 02),1930616.77,0,0,1930616.77
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B02.SUP.GF,CON-B02-GR-1060,RFT for Slabs & Beams (B02) (GR),1887885.37,0,0,1887885.37
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B03.SUB.1stB,CON-B03-BAS01-1050,RFT for Slabs & Beams (B03) (Bas 01),1863491.47,0,0,1863491.47
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B03.SUB.2ndB,CON-B03-BAS02-1060,RFT for Slabs & Beams (B03) (Bas 02),1730165.79,0,0,1730165.79
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B03.SUP.GF,CON-B03-GR-1060,RFT for Slabs & Beams (B03) (GR),1321990.03,0,0,1321990.03
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUB.2,CON-B04-BAS01-1070,RFT for Slabs & Beams (B04) (Bas 01),3546754.6,0,0,3546754.6
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUB.3,CON-B04-BAS02-1060,RFT for Slabs & Beams (B04) (Bas 02),3266944.59,0,0,3266944.59
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUP.GF,CON-B04-GR-1060,RFT for Slabs & Beams (B04) (GR),1765214.97,0,0,1765214.97
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUP.RF,CON-B01-9TH-1050,"RFT for Slabs, Beams  (B01) (RF)",151645.08,0,0,151645.08
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B02.SUP.RF,CON-B02-RF-1050,"RFT for Slabs, Beams  (B02) (RF)",135611.77,0,0,135611.77
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B03.SUP.RF,CON-B03-RF-1050,"RFT for Slabs, Beams  (B03) (RF)",143819.76,0,0,143819.76
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUP.RF,CON-B04-RF-1050,"RFT for Slabs, Beams  (B04) (RF)",157798.92,0,0,157798.92
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUP.2ndF,CON-B01-2ND-1050,"RFT for Slabs, Beams & Stairs (B01) (2nd)",1544246.42,0,0,1544246.42
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUP.3rdF,CON-B01-3RD-1050,"RFT for Slabs, Beams & Stairs (B01) (3rd)",1251398.38,0,0,1251398.38
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUP.4thF,CON-B01-4TH-1050,"RFT for Slabs, Beams & Stairs (B01) (4th)",1252401.85,0,0,1252401.85
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUP.5thF,CON-B01-5TH-1050,"RFT for Slabs, Beams & Stairs (B01) (5th)",1250273.36,0,0,1250273.36
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUP.6thF,CON-B01-6TH-1050,"RFT for Slabs, Beams & Stairs (B01) (6th)",1249030.06,0,0,1249030.06
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUP.7thF,CON-B01-7TH-1050,"RFT for Slabs, Beams & Stairs (B01) (7th)",1250029.31,0,0,1250029.31
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUP.8thF,CON-B01-8TH-1050,"RFT for Slabs, Beams & Stairs (B01) (8th)",1181141.71,0,0,1181141.71
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B02.SUP.1stF,CON-B02-1ST-1050,"RFT for Slabs, Beams & Stairs (B02) (1st)",1677255.18,0,0,1677255.18
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B02.SUP.2ndF,CON-B02-2ND-1050,"RFT for Slabs, Beams & Stairs (B02) (2nd)",1663672.33,0,0,1663672.33
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B02.SUP.3rdF,CON-B02-3RD-1050,"RFT for Slabs, Beams & Stairs (B02) (3rd)",1375590.95,0,0,1375590.95
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B02.SUP.4thF,CON-B02-4TH-1050,"RFT for Slabs, Beams & Stairs (B02) (4th)",1396302.87,0,0,1396302.87
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B03.SUP.1stF,CON-B03-1ST-1050,"RFT for Slabs, Beams & Stairs (B03) (1st)",1396338.34,0,0,1396338.34
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B03.SUP.3rdF,CON-B03-3RD-1050,"RFT for Slabs, Beams & Stairs (B03) (3rd)",1393943.32,0,0,1393943.32
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B03.SUP.4thF,CON-B03-4TH-1050,"RFT for Slabs, Beams & Stairs (B03) (4th)",1328776.71,0,0,1328776.71
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUP.1stF,CON-B04-1ST-1050,"RFT for Slabs, Beams & Stairs (B04) (1st)",1487994.98,0,0,1487994.98
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUP.2ndF,CON-B04-2ND-1050,"RFT for Slabs, Beams & Stairs (B04) (2nd)",1425382.16,0,0,1425382.16
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUP.3rdF,CON-B04-3RD-1050,"RFT for Slabs, Beams & Stairs (B04) (3rd)",1024574.26,0,0,1024574.26
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUP.4thF,CON-B04-4TH-1050,"RFT for Slabs, Beams & Stairs (B04) (4th)",1023093.85,0,0,1023093.85
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUP.5thF,CON-B04-5TH-1050,"RFT for Slabs, Beams & Stairs (B04) (5th)",1023348.88,0,0,1023348.88
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUP.6thF,CON-B04-6TH-1050,"RFT for Slabs, Beams & Stairs (B04) (6th)",1023875.56,0,0,1023875.56
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUP.7thF,CON-B04-7TH-1050,"RFT for Slabs, Beams & Stairs (B04) (7th)",1032180.5,0,0,1032180.5
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUP.8thF,CON-B04-8TH-1050,"RFT for Slabs, Beams & Stairs (B04) (8th)",1004314.01,0,0,1004314.01
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUP.1stF,CON-B01-1ST-1050,"RFT for Slabs, Beams & Stairs(B01) (1st)",1550603.78,0,0,1550603.78
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B03.SUP.2ndF,CON-B03-2ND-1050,"RFT for Slabs, Beams & Stairs(B03) (2nd)",1398716.72,0,0,1398716.72
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUB.1stB,CON-B01-BAS01-1080,RFT for Stairs  (B01) (Bas 01),32613.8,0,0,32613.8
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUP.GF,CON-B01-GR-1070,RFT for Stairs  (B01) (GR),65227.6,0,0,65227.6
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B02.SUB.1stB,CON-B02-BAS01-1070,RFT for Stairs  (B02) (Bas 01),30854.95,0,0,30854.95
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B02.SUB.2ndB,CON-B02-BAS02-1070,RFT for Stairs  (B02) (Bas 02),30854.95,0,0,30854.95
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B02.SUP.GF,CON-B02-GR-1070,RFT for Stairs  (B02) (GR),61713.97,0,0,61713.97
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B03.SUB.2ndB,CON-B03-BAS02-1070,RFT for Stairs  (B03) (Bas 02),32613.8,0,0,32613.8
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B03.SUP.GF,CON-B03-GR-1070,RFT for Stairs  (B03) (GR),65227.6,0,0,65227.6
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUB.2,CON-B04-BAS01-1090,RFT for Stairs  (B04) (Bas 01),21800.21,0,0,21800.21
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUB.3,CON-B04-BAS02-1080,RFT for Stairs  (B04) (Bas 02),21800.21,0,0,21800.21
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUP.GF,CON-B04-GR-1070,RFT for Stairs  (B04) (GR),43600.41,0,0,43600.41
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUB.2ndB,CON-B01-BAS02-1080,RFT for Stairs (B01) (Bas 02),32613.8,0,0,32613.8
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B03.SUB.1stB,CON-B03-BAS01-1070,RFT for Stairs (B03) (Bas 01),32613.8,0,0,32613.8
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUB.3.2,CON-B04-WT-1160,RFT for Top Slab (B04) (Water Tank),447258.67,0,0,447258.67
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUB.3.2,CON-B04-WT-1110,RFT for Walls (B04) (Water Tank),1653461.47,1322769.18,1322769.18,1653461.47
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUP.1stF,CON-B01-1ST-1010,"RFT for Walls, Col. & Cores (B01) (1st)",549617.03,0,0,549617.03
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUP.2ndF,CON-B01-2ND-1010,"RFT for Walls, Col. & Cores (B01) (2nd)",547183.9,0,0,547183.9
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUP.3rdF,CON-B01-3RD-1010,"RFT for Walls, Col. & Cores (B01) (3rd)",460777.03,0,0,460777.03
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUP.4thF,CON-B01-4TH-1010,"RFT for Walls, Col. & Cores (B01) (4th)",460777.03,0,0,460777.03
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUP.5thF,CON-B01-5TH-1010,"RFT for Walls, Col. & Cores (B01) (5th)",460777.03,0,0,460777.03
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUP.6thF,CON-B01-6TH-1010,"RFT for Walls, Col. & Cores (B01) (6th)",460777.03,0,0,460777.03
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUP.7thF,CON-B01-7TH-1010,"RFT for Walls, Col. & Cores (B01) (7th)",460777.03,0,0,460777.03
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUP.8thF,CON-B01-8TH-1010,"RFT for Walls, Col. & Cores (B01) (8th)",460777.03,0,0,460777.03
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUB.1stB,CON-B01-BAS01-1010,"RFT for Walls, Col. & Cores (B01) (Bas 01)",1859559.23,0,0,1859559.23
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUB.2ndB,CON-B01-BAS02-1010,"RFT for Walls, Col. & Cores (B01) (Bas 02)",1987012.6,0,0,1987012.6
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUP.GF,CON-B01-GR-1010,"RFT for Walls, Col. & Cores (B01) (GR)",856330.53,0,0,856330.53
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUP.RF,CON-B01-9TH-1010,"RFT for Walls, Col. & Cores (B01) (RF)",159193.84,0,0,159193.84
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B02.SUP.1stF,CON-B02-1ST-1010,"RFT for Walls, Col. & Cores (B02) (1st)",290453.31,0,0,290453.31
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B02.SUP.2ndF,CON-B02-2ND-1010,"RFT for Walls, Col. & Cores (B02) (2nd)",290453.31,0,0,290453.31
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B02.SUP.3rdF,CON-B02-3RD-1010,"RFT for Walls, Col. & Cores (B02) (3rd)",287345.88,0,0,287345.88
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B02.SUP.4thF,CON-B02-4TH-1010,"RFT for Walls, Col. & Cores (B02) (4th)",287345.88,0,0,287345.88
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B02.SUB.1stB,CON-B02-BAS01-1010,"RFT for Walls, Col. & Cores (B02) (Bas 01)",660501.51,0,0,660501.51
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B02.SUB.2ndB,CON-B02-BAS02-1010,"RFT for Walls, Col. & Cores (B02) (Bas 02)",856371.15,856371.15,856371.15,856371.15
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B02.SUP.GF,CON-B02-GR-1010,"RFT for Walls, Col. & Cores (B02) (GR)",491156.73,0,0,491156.73
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B02.SUP.RF,CON-B02-RF-1010,"RFT for Walls, Col. & Cores (B02) (RF)",98462.88,0,0,98462.88
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B03.SUP.1stF,CON-B03-1ST-1010,"RFT for Walls, Col. & Cores (B03) (1st)",388168.78,0,0,388168.78
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B03.SUP.2ndF,CON-B03-2ND-1010,"RFT for Walls, Col. & Cores (B03) (2nd)",388168.78,0,0,388168.78
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B03.SUP.3rdF,CON-B03-3RD-1010,"RFT for Walls, Col. & Cores (B03) (3rd)",384021.48,0,0,384021.48
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B03.SUP.4thF,CON-B03-4TH-1010,"RFT for Walls, Col. & Cores (B03) (4th)",384021.48,0,0,384021.48
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B03.SUB.1stB,CON-B03-BAS01-1010,"RFT for Walls, Col. & Cores (B03) (Bas 01)",882883.82,0,0,882883.82
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B03.SUB.2ndB,CON-B03-BAS02-1010,"RFT for Walls, Col. & Cores (B03) (Bas 02)",1145012.81,1145012.81,1145012.81,1145012.81
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B03.SUP.GF,CON-B03-GR-1010,"RFT for Walls, Col. & Cores (B03) (GR)",656398.89,0,0,656398.89
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B03.SUP.RF,CON-B03-RF-1010,"RFT for Walls, Col. & Cores (B03) (RF)",131645.36,0,0,131645.36
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUP.1stF,CON-B04-1ST-1010,"RFT for Walls, Col. & Cores (B04) (1st)",552281.71,0,0,552281.71
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUP.2ndF,CON-B04-2ND-1010,"RFT for Walls, Col. & Cores (B04) (2nd)",549836.38,0,0,549836.38
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUP.3rdF,CON-B04-3RD-1010,"RFT for Walls, Col. & Cores (B04) (3rd)",463096.43,0,0,463096.43
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUP.4thF,CON-B04-4TH-1010,"RFT for Walls, Col. & Cores (B04) (4th)",463096.43,0,0,463096.43
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUP.5thF,CON-B04-5TH-1010,"RFT for Walls, Col. & Cores (B04) (5th)",463096.43,0,0,463096.43
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUP.6thF,CON-B04-6TH-1010,"RFT for Walls, Col. & Cores (B04) (6th)",463096.43,0,0,463096.43
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUP.7thF,CON-B04-7TH-1010,"RFT for Walls, Col. & Cores (B04) (7th)",463096.43,0,0,463096.43
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUP.8thF,CON-B04-8TH-1010,"RFT for Walls, Col. & Cores (B04) (8th)",463096.43,0,0,463096.43
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUB.2,CON-B04-BAS01-1010,"RFT for Walls, Col. & Cores (B04) (Bas 01)",1868166.61,0,0,1868166.61
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUB.3,CON-B04-BAS02-1010,"RFT for Walls, Col. & Cores (B04) (Bas 02)",1998244.03,0,0,1998244.03
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUP.GF,CON-B04-GR-1010,"RFT for Walls, Col. & Cores (B04) (GR)",860550.95,0,0,860550.95
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P01.B04.SUP.RF,CON-B04-RF-1010,"RFT for Walls, Col. & Cores (B04) (RF)",160083.42,0,0,160083.42
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUP.1stF,CON-B01-1ST-1000,"Scaffolding works for Walls, Col. & Cores (B01) (1st)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUP.2ndF,CON-B01-2ND-1000,"Scaffolding works for Walls, Col. & Cores (B01) (2nd)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUP.3rdF,CON-B01-3RD-1000,"Scaffolding works for Walls, Col. & Cores (B01) (3rd)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUP.4thF,CON-B01-4TH-1000,"Scaffolding works for Walls, Col. & Cores (B01) (4th)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUP.5thF,CON-B01-5TH-1000,"Scaffolding works for Walls, Col. & Cores (B01) (5th)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUP.6thF,CON-B01-6TH-1000,"Scaffolding works for Walls, Col. & Cores (B01) (6th)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUP.7thF,CON-B01-7TH-1000,"Scaffolding works for Walls, Col. & Cores (B01) (7th)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUP.8thF,CON-B01-8TH-1000,"Scaffolding works for Walls, Col. & Cores (B01) (8th)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUB.1stB,CON-B01-BAS01-1000,"Scaffolding works for Walls, Col. & Cores (B01) (Bas 01)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUB.2ndB,CON-B01-BAS02-1000,"Scaffolding works for Walls, Col. & Cores (B01) (Bas 02)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUP.GF,CON-B01-GR-1000,"Scaffolding works for Walls, Col. & Cores (B01) (GR)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B01.SUP.RF,CON-B01-9TH-1000,"Scaffolding works for Walls, Col. & Cores (B01) (RF)",0,0,0,0
The Big -P.01-UP-20-April-26,The Big -P.01-UP-20-April-26.CON.P02.B02.SUP.1stF,CON-B02-1ST-1000,"Scaffolding works for Walls, Col. & Cores (B02) (1st)",0,0,0,0
