activity_id,activity_name,wbs_code,planned_start,planned_finish,actual_start,actual_finish,duration_planned,duration_actual,progress_percent,status
CON-B02-GR-1010,"RFT for Walls, Col. & Cores (B02) (GR)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.GF,30-Mar-26,12-Apr-26,16-Jul-26,30-Jul-26,12,0,0%,
CON-B04-BAS01-1060,Shuttering for Stairs  (B04) (Bas 01),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.2,31-Mar-26,6-Apr-26,21-Jul-26,28-Jul-26,12,0,0%,
CON-B03-BAS01-1070,RFT for Stairs (B03) (Bas 01),The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUB.1stB,31-Mar-26,6-Apr-26,18-Jul-26,25-Jul-26,12,0,0%,
CON-B03-SOG-1030,Blinding Concrete works (B03) (sog),The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUB.2ndB.SOG,1-Apr-26,15-Apr-26,30-Jul-26,12-Aug-26,12,0,0%,
CON-B02-GR-1020,"Shuttering for Walls, Col. & Cores (B02) (GR)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.GF,1-Apr-26,15-Apr-26,19-Jul-26,2-Aug-26,12,0,0%,
E-APP-B01-8TH-1020,Approval for Beams Conc. Dim.  & RFT DWGs (B01) (8th),The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B01.SUP.8thF,1-Apr-26,12-Apr-26,11-Jun-26,22-Jun-26,6,0,0%,
E-APP-B04-5TH-1020,Approval for Beams Conc. Dim.  & RFT DWGs (B04) (5th),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.5thF,1-Apr-26,12-Apr-26,11-Jun-26,22-Jun-26,1,0,0%,
CON-B04-BAS01-1070,RFT for Slabs & Beams (B04) (Bas 01),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.2,2-Apr-26,11-Apr-26,25-Jul-26,2-Aug-26,2,0,0%,
E-SUB-B04-7TH-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (7th),The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B04.SUP.7thF,4-Apr-26,25-Apr-26,1-Jan-26,10-Feb-26,8,0,0%,
E-APP-B04-SOG-1000,Approval for S.O.G Conc. Dim. DWGs (B04) (Sog),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUB.2ndF.SOG,4-Apr-26,15-Apr-26,26-May-26,10-Jun-26,12,0,0%,
CON-B04-BAS01-1080,RFT for  Ramps (B04) (Bas 01),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.2,4-Apr-26,11-Apr-26,26-Jul-26,2-Aug-26,12,0,0%,
AB-APP-B01-BAS1-1010,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (Bas 01),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUB.1stB,4-Apr-26,18-Apr-26,30-Aug-26,13-Sep-26,12,0,0%,
P-MPOS-1110,P.O for Rebar Patch#6  (1st floor),The Big - P.01 - UP-24-MAY-26.P.PC.PO.1,4-Apr-26,5-Apr-26,17-May-26,18-May-26,7,0,0%,
CON-B04-SOG-1010,Soil Compaction Test (B04) (Sog),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.3.1,5-Apr-26,6-Apr-26,3-Aug-26,4-Aug-26,10,0,0%,
CON-B01-GR-1030,"Pouring for Walls, Col. & Cores (B01) (GR)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.GF,5-Apr-26,6-Apr-26,31-Aug-26,2-Sep-26,2,0,0%,
E-APP-B01-8TH-1030,Approval for Slabs Conc. Dim.  & RFT DWGs (B01) (8th),The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B01.SUP.8thF,5-Apr-26,16-Apr-26,15-Jun-26,25-Jun-26,7,0,0%,
E-APP-B04-5TH-1030,Approval for Slabs Conc. Dim.  & RFT DWGs (B04) (5th),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.5thF,5-Apr-26,16-Apr-26,15-Jun-26,25-Jun-26,2,0,0%,
E-APP-B01-SOG-1000,Approval for S.O.G Conc. Dim.DWGs (B01) (Sog),The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B01.SUB.2ndB.1,5-Apr-26,16-Apr-26,17-May-26,1-Jun-26,5,0,0%,
AB-APP-B01-BAS1-1020,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (Bas 01),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUB.1stB,5-Apr-26,19-Apr-26,31-Aug-26,14-Sep-26,2,0,0%,
AB-APP-B01-BAS1-1030,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (Bas 01),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUB.1stB,5-Apr-26,19-Apr-26,31-Aug-26,14-Sep-26,2,0,0%,
CON-B04-BAS01-1090,RFT for Stairs  (B04) (Bas 01),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.2,6-Apr-26,11-Apr-26,28-Jul-26,2-Aug-26,5,0,0%,
AB-APP-B01-BAS1-1040,Approval for Ramps Conc. Dim.  & RFT DWGs As-Built Drawing (B01) (Bas 01),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUB.1stB,6-Apr-26,20-Apr-26,1-Sep-26,15-Sep-26,18,0,0%,
P-MDEL-1120,Delivery for Rebar Patch#6  (1st floor),The Big - P.01 - UP-24-MAY-26.P.PC.DS.DR,6-Apr-26,7-Apr-26,19-May-26,20-May-26,12,0,0%,
CON-B01-BAS01-1140,Dismantling Formwork (B01) (Bas 01),The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUB.1stB,7-Apr-26,7-Apr-26,2-Sep-26,3-Sep-26,8,0,0%,
CON-B03-BAS01-1080,Pouring for Stairs (B03) (Bas 01),The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUB.1stB,7-Apr-26,8-Apr-26,26-Jul-26,27-Jul-26,18,0,0%,
CON-B04-SOG-1020,DPM Layer works (B04) (Sog),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.3.1,7-Apr-26,19-Apr-26,5-Aug-26,16-Aug-26,8,0,0%,
CON-B03-SOG-1040,Shuttering & RFT for S.O.G (B03) (sog),The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUB.2ndB.SOG,7-Apr-26,19-Apr-26,5-Aug-26,16-Aug-26,18,0,0%,
E-SUB-B04-7TH-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B04) (7th),The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B04.SUP.7thF,7-Apr-26,28-Apr-26,1-Feb-26,21-Feb-26,18,0,0%,
E-APP-B04-SOG-1010,Approval for S.O.G RFT DWGs (B04) (Sog),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUB.2ndF.SOG,7-Apr-26,19-Apr-26,3-Jun-26,14-Jun-26,18,0,0%,
AB-SUB-B01-GR-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B01.SUP.GF,7-Apr-26,28-Apr-26,2-Sep-26,23-Sep-26,12,0,0%,
AB-APP-B02-BAS1-1010,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (Bas 01),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B02.SUB.1stB,7-Apr-26,21-Apr-26,26-Jul-26,8-Aug-26,10,0,0%,
CON-B03-BAS01-1090,Pouring for Slabs & Beams (B03) (Bas 01),The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUB.1stB,8-Apr-26,9-Apr-26,27-Jul-26,28-Jul-26,8,0,0%,
E-APP-B01-SOG-1010,Approval for S.O.G RFT DWGs (B01) (Sog),The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B01.SUB.2ndB.1,8-Apr-26,20-Apr-26,17-May-26,1-Jun-26,10,0,0%,
AB-APP-B03-BAS1-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (Bas 01),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B03.SUB.2,8-Apr-26,22-Apr-26,27-Jul-26,9-Aug-26,8,0,0%,
CON-B03-BAS01-1100,"Curing for Slabs, Beams & Stairs (B03) (Bas 01)",The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUB.1stB,9-Apr-26,13-Apr-26,28-Jul-26,1-Aug-26,2,0,0%,
CON-B01-GR-1050,Shuttering for Stairs  (B01) (GR),The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.GF,9-Apr-26,19-Apr-26,5-Sep-26,14-Sep-26,2,0,0%,
E-APP-B01-RF-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B01) (RF),The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B01.SUP.RF,9-Apr-26,21-Apr-26,1-Feb-26,11-Feb-26,2,0,0%,
E-APP-B04-6TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (6th),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.6thF,9-Apr-26,21-Apr-26,1-Feb-26,12-Feb-26,12,0,0%,
E-APP-B02-SOG-1000,Approval for S.O.G Conc. Dim. DWGs (B02) (Sog),The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B02.SUB.2ndB.SOG,9-Apr-26,21-Apr-26,11-Jun-26,22-Jun-26,8,0,0%,
AB-SUB-B03-BAS1-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B03) (Bas 01),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B03.SUB.1stB,9-Apr-26,30-Apr-26,28-Jul-26,17-Aug-26,7,0,0%,
AB-APP-B02-BAS1-1020,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (Bas 01),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B02.SUB.1stB,9-Apr-26,23-Apr-26,28-Jul-26,10-Aug-26,12,0,0%,
AB-APP-B02-BAS1-1030,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (Bas 01),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B02.SUB.1stB,9-Apr-26,23-Apr-26,28-Jul-26,10-Aug-26,2,0,0%,
E-SUB-B04-7TH-1020,Submittal for Beams Conc. Dim.  & RFT DWGs (B04) (7th),The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B04.SUP.7thF,11-Apr-26,2-May-26,17-May-26,10-Jun-26,6,0,0%,
AB-SUB-B03-BAS1-1020,Submittal for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B03) (Bas 01),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B03.SUB.1stB,11-Apr-26,2-May-26,29-Jul-26,18-Aug-26,3,0,0%,
AB-SUB-B03-BAS1-1030,Submittal for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B03) (Bas 01),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B03.SUB.1stB,11-Apr-26,2-May-26,29-Jul-26,18-Aug-26,7,0,0%,
CON-B02-BAS01-1110,Dismantling Formwork (B02) (Bas 01),The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUB.1stB,12-Apr-26,12-Apr-26,30-Jul-26,30-Jul-26,18,0,0%,
CON-B04-BAS01-1120,Pouring for Slabs & Beams (B04) (Bas 01),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.2,12-Apr-26,14-Apr-26,3-Aug-26,4-Aug-26,18,0,0%,
CON-B04-BAS01-1100,Pouring for Stairs  (B04) (Bas 01),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.2,12-Apr-26,14-Apr-26,3-Aug-26,4-Aug-26,18,0,0%,
CON-B01-GR-1070,RFT for Stairs  (B01) (GR),The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.GF,12-Apr-26,21-Apr-26,7-Sep-26,16-Sep-26,18,0,0%,
CON-B01-GR-1040,Shuttering for Slabs & Beams (B01) (GR),The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.GF,12-Apr-26,21-Apr-26,7-Sep-26,16-Sep-26,4,0,0%,
CON-B04-BAS01-1110,Pouring for  Ramps (B04) (Bas 01),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.2,12-Apr-26,14-Apr-26,3-Aug-26,4-Aug-26,6,0,0%,
AB-APP-B04-BAS1-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (Bas 01),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B04.SUB.1stB,12-Apr-26,26-Apr-26,3-Aug-26,16-Aug-26,8,0,0%,
CON-B04-SOG-1030,Blinding Concrete works (B04) (Sog),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.3.1,14-Apr-26,27-Apr-26,11-Aug-26,24-Aug-26,12,0,0%,
CON-B03-GR-1000,"Scaffolding works for Walls, Col. & Cores (B03) (GR)",The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.GF,14-Apr-26,21-Apr-26,2-Aug-26,9-Aug-26,10,0,0%,
CON-B03-GR-1010,"RFT for Walls, Col. & Cores (B03) (GR)",The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.GF,14-Apr-26,22-Apr-26,2-Aug-26,10-Aug-26,10,0,0%,
E-APP-B01-RF-1010,Approval for Slabs Conc. Dim.  & RFT DWGs (B01) (RF),The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B01.SUP.RF,14-Apr-26,25-Apr-26,11-Jun-26,22-Jun-26,9,0,0%,
E-APP-B04-6TH-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B04) (6th),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.6thF,14-Apr-26,25-Apr-26,8-Feb-26,18-Feb-26,7,0,0%,
E-APP-B02-SOG-1010,Approval for S.O.G RFT DWGs (B02) (Sog),The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B02.SUB.2ndB.SOG,14-Apr-26,25-Apr-26,15-Jun-26,25-Jun-26,2,0,0%,
CON-B01-SOG-1000,Soil Backfilling & Compaction (B01) (Sog),The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUB.2ndB.SOG,15-Apr-26,22-Apr-26,12-Sep-26,19-Sep-26,12,0,0%,
CON-B04-BAS01-1130,"Curing for Slabs, Beams (B04) (Bas 01)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.2,15-Apr-26,17-Apr-26,5-Aug-26,7-Aug-26,2,0,0%,
E-SUB-B04-7TH-1030,Submittal for Slabs Conc. Dim.  & RFT DWGs  (B04) (7th),The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B04.SUP.7thF,15-Apr-26,5-May-26,20-May-26,14-Jun-26,12,0,0%,
CON-B01-GR-1060,RFT for Slabs & Beams (B01) (GR),The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.GF,15-Apr-26,26-Apr-26,9-Sep-26,21-Sep-26,2,0,0%,
CON-B04-GR-1000,"Scaffolding works for Walls, Col. & Cores (B04) (GR)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.GF,15-Apr-26,22-Apr-26,5-Aug-26,12-Aug-26,12,0,0%,
AB-SUB-B04-BAS1-1030,Submittal for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (Bas 01),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUB.1stB,15-Apr-26,5-May-26,5-Aug-26,25-Aug-26,2,0,0%,
AB-SUB-B04-BAS1-1040,Submittal for Beams Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (Bas 01),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUB.1stB,15-Apr-26,5-May-26,5-Aug-26,25-Aug-26,12,0,0%,
AB-SUB-B04-BAS1-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (Bas 01),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUB.1stB,15-Apr-26,5-May-26,5-Aug-26,25-Aug-26,5,0,0%,
AB-SUB-B04-BAS1-1020,Submittal for Ramps Conc. Dim.  & RFT DWGs As-Built Drawing (B04) (Bas 01),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B04.SUB.1stB,15-Apr-26,5-May-26,5-Aug-26,25-Aug-26,18,0,0%,
CON-B04-BAS01-1150,Curing for  Ramps & Stairs (B04) (Bas 01),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.2,15-Apr-26,18-Apr-26,5-Aug-26,8-Aug-26,12,0,0%,
CON-B03-SOG-1050,Pouring for S.O.G (B03) (sog),The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUB.2ndB.SOG,16-Apr-26,23-Apr-26,13-Aug-26,20-Aug-26,12,0,0%,
CON-B02-GR-1030,"Pouring for Walls, Col. & Cores (B02) (GR)",The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.GF,16-Apr-26,18-Apr-26,3-Aug-26,4-Aug-26,3,0,0%,
CON-B03-GR-1020,"Shuttering for Walls, Col. & Cores (B03) (GR)",The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.GF,16-Apr-26,25-Apr-26,4-Aug-26,12-Aug-26,7,0,0%,
CON-B03-SOG-1060,Curing & Smoothing Surface for S.O.G (B03) (sog),The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUB.2ndB.SOG,17-Apr-26,23-Apr-26,14-Aug-26,20-Aug-26,2,0,0%,
CON-B01-SOG-1010,Soil Compaction Test (B01) (Sog),The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUB.2ndB.SOG,18-Apr-26,25-Apr-26,14-Sep-26,21-Sep-26,18,0,0%,
CON-B04-GR-1010,"RFT for Walls, Col. & Cores (B04) (GR)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.GF,18-Apr-26,27-Apr-26,8-Aug-26,17-Aug-26,18,0,0%,
E-APP-B01-RF-1020,Approval for Beams Conc. Dim.  & RFT DWGs (B01) (RF),The Big - P.01 - UP-24-MAY-26.EN.2.A.P02.B01.SUP.RF,18-Apr-26,28-Apr-26,17-May-26,1-Jun-26,18,0,0%,
E-APP-B04-6TH-1020,Approval for Beams Conc. Dim.  & RFT DWGs (B04) (6th),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.6thF,18-Apr-26,28-Apr-26,11-Jun-26,22-Jun-26,7,0,0%,
E-SUB-B04-8TH-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (8th),The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B04.SUP.8thF,19-Apr-26,9-May-26,1-Jan-26,10-Feb-26,7,0,0%,
AB-SUB-B02-GR-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B02) (GF),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B02.SUP.GF,19-Apr-26,9-May-26,5-Aug-26,25-Aug-26,10,0,0%,
CON-B04-SOG-1040,Shuttering & RFT for S.O.G (B04) (Sog),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.3.1,20-Apr-26,6-May-26,17-Aug-26,3-Sep-26,18,0,0%,
CON-B02-GR-1050,Shuttering for Stairs  (B02) (GR),The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.GF,20-Apr-26,28-Apr-26,6-Aug-26,15-Aug-26,18,0,0%,
CON-B04-GR-1020,"Shuttering for Walls, Col. & Cores (B04) (GR)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.GF,20-Apr-26,27-Apr-26,10-Aug-26,17-Aug-26,1,0,0%,
AB-SUB-B03-SOG-1000,Submittal for S.O.G Conc. Dim. DWGs As-Built Drawing (B03) (Sog),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B03.SUB.2ndB.1,20-Apr-26,10-May-26,17-Aug-26,7-Sep-26,18,0,0%,
E-APP-B04-6TH-1030,Approval for Slabs Conc. Dim.  & RFT DWGs (B04) (6th),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.6thF,21-Apr-26,2-May-26,15-Jun-26,25-Jun-26,3,0,0%,
CON-B03-BAS01-1110,Dismantling Formwork (B03) (Bas 01),The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUB.1stB,22-Apr-26,22-Apr-26,9-Aug-26,9-Aug-26,2,0,0%,
E-SUB-B04-8TH-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs (B04) (8th),The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B04.SUP.8thF,22-Apr-26,12-May-26,1-Feb-26,21-Feb-26,2,0,0%,
CON-B01-GR-1080,Pouring for Stairs  (B01) (GR),The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.GF,22-Apr-26,23-Apr-26,16-Sep-26,19-Sep-26,15,0,0%,
CON-B02-GR-1070,RFT for Stairs  (B02) (GR),The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.GF,22-Apr-26,30-Apr-26,9-Aug-26,17-Aug-26,10,0,0%,
AB-APP-B01-GR-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B01)  (GF),The Big - P.01 - UP-24-MAY-26.HO.1.A.P02.B01.SUP.GF,22-Apr-26,5-May-26,16-Sep-26,30-Sep-26,18,0,0%,
CON-B02-SOG-1000,Soil Backfilling & Compaction (B02) (Sog),The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUB.2ndB.1,23-Apr-26,30-Apr-26,20-Sep-26,27-Sep-26,2,0,0%,
CON-B02-GR-1040,Shuttering for Slabs & Beams (B02) (GR),The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.GF,23-Apr-26,4-May-26,10-Aug-26,20-Aug-26,1,0,0%,
CON-B01-GR-1100,"Curing for Slabs, Beams & Stairs (B01) (GR)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.GF,24-Apr-26,28-Apr-26,19-Sep-26,24-Sep-26,12,0,0%,
E-SUB-B04-RF-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (RF),The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B04.SUP.RF,25-Apr-26,14-May-26,1-Jan-26,10-Feb-26,12,0,0%,
AB-SUB-B01-GR-1010,Submittal for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing (B01),The Big - P.01 - UP-24-MAY-26.HO.1.S.P02.B01.SUP.GF,25-Apr-26,14-May-26,19-Sep-26,11-Oct-26,12,0,0%,
AB-APP-B03-BAS1-1010,Approval for Stairs Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (Bas 01),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B03.SUB.2,25-Apr-26,7-May-26,11-Aug-26,24-Aug-26,12,0,0%,
AB-SUB-B03-SOG-1010,Submittal for S.O.G RFT DWGs As-Built Drawing (B03) (Sog),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B03.SUB.2ndB.1,25-Apr-26,14-May-26,22-Aug-26,12-Sep-26,7,0,0%,
CON-B01-SOG-1020,DPM Layer works (B01) (Sog),The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUB.2ndB.SOG,26-Apr-26,12-May-26,22-Sep-26,10-Oct-26,8,0,0%,
CON-B04-SOG-1050,Pouring for S.O.G (B04) (Sog),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.3.1,26-Apr-26,6-May-26,23-Aug-26,3-Sep-26,2,0,0%,
E-SUB-B04-8TH-1020,Submittal for Beams Conc. Dim.  & RFT DWGs (B04) (8th),The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B04.SUP.8thF,26-Apr-26,16-May-26,17-May-26,10-Jun-26,6,0,0%,
CON-B02-GR-1060,RFT for Slabs & Beams (B02) (GR),The Big - P.01 - UP-24-MAY-26.CON.P02.B02.SUP.GF,26-Apr-26,9-May-26,12-Aug-26,25-Aug-26,18,0,0%,
CON-B03-GR-1030,"Pouring for Walls, Col. & Cores (B03) (GR)",The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.GF,26-Apr-26,27-Apr-26,13-Aug-26,15-Aug-26,8,0,0%,
E-APP-B04-7TH-1000,Approval for Col. & Walls Conc. Dim.  & RFT DWGs (B04) (7th),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.7thF,26-Apr-26,6-May-26,1-Feb-26,12-Feb-26,18,0,0%,
AB-APP-B03-BAS1-1020,Approval for Slabs Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (Bas 01),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B03.SUB.2,26-Apr-26,9-May-26,12-Aug-26,25-Aug-26,6,0,0%,
AB-APP-B03-BAS1-1030,Approval for Beams Conc. Dim.  & RFT DWGs As-Built Drawing  (B03) (Bas 01),The Big - P.01 - UP-24-MAY-26.HO.1.A.P01.B03.SUB.2,26-Apr-26,9-May-26,12-Aug-26,25-Aug-26,18,0,0%,
CON-B04-SOG-1060,Curing & Smoothing Surface for S.O.G (B04) (Sog),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.3.1,27-Apr-26,6-May-26,25-Aug-26,3-Sep-26,8,0,0%,
CON-B01-GR-1090,Pouring for Slabs & Beams (B01) (GR),The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.GF,27-Apr-26,28-Apr-26,21-Sep-26,23-Sep-26,5,0,0%,
E-SUB-B04-RF-1010,Submittal for Beams Conc. Dim.  & RFT DWGs (B04) (RF),The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B04.SUP.RF,28-Apr-26,18-May-26,17-May-26,10-Jun-26,10,0,0%,
CON-B04-GR-1030,"Pouring for Walls, Col. & Cores (B04) (GR)",The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUP.GF,28-Apr-26,29-Apr-26,18-Aug-26,19-Aug-26,4,0,0%,
CON-B03-GR-1040,Shuttering for Slabs & Beams (B03) (GR),The Big - P.01 - UP-24-MAY-26.CON.P01.B03.SUP.GF,28-Apr-26,5-May-26,16-Aug-26,23-Aug-26,1,0,0%,
AB-SUB-B03-GR-1000,Submittal for Col. & Walls Conc. Dim.  & RFT DWGs As-Built Drawing (B03) (GF),The Big - P.01 - UP-24-MAY-26.HO.1.S.P01.B03.SUP.GF,28-Apr-26,18-May-26,16-Aug-26,6-Sep-26,8,0,0%,
CON-B04-BAS01-1140,Dismantling Formwork (B04) (Bas 01),The Big - P.01 - UP-24-MAY-26.CON.P01.B04.SUB.2,29-Apr-26,29-Apr-26,19-Aug-26,19-Aug-26,10,0,0%,
E-SUB-B04-8TH-1030,Submittal for Slabs Conc. Dim.  & RFT DWGs (B04) (8th),The Big - P.01 - UP-24-MAY-26.EN.2.S.P01.B04.SUP.8thF,29-Apr-26,19-May-26,20-May-26,14-Jun-26,10,0,0%,
CON-B01-1ST-1000,"Scaffolding works for Walls, Col. & Cores (B01) (1st)",The Big - P.01 - UP-24-MAY-26.CON.P02.B01.SUP.1stF,29-Apr-26,4-May-26,24-Sep-26,30-Sep-26,12,0,0%,
E-APP-B04-7TH-1010,Approval for Stairs Conc. Dim.  & RFT DWGs (B04) (7th),The Big - P.01 - UP-24-MAY-26.EN.2.A.P01.B04.SUP.7thF,29-Apr-26,10-May-26,8-Feb-26,18-Feb-26,12,0,0%,
