project_id,activity_id,update_date,planned_progress,actual_progress,planned_value,earned_value,actual_cost,notes
The Big -P.01-UP-20-April-26,E-SUB-B04-2ND-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-SUB-B04-3RD-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-SUB-B04-4TH-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-SUB-B04-5TH-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-SUB-B04-6TH-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-SUB-B04-7TH-1030,10-May-26,83.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-SUB-B04-8TH-1030,10-May-26,17.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-SUB-B03-1ST-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-SUB-B03-2ND-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-SUB-B03-3RD-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-SUB-B03-4TH-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-SUB-B02-1ST-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-SUB-B02-2ND-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-SUB-B02-3RD-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-SUB-B02-4TH-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-SUB-B01-2ND-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-SUB-B01-3RD-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-SUB-B01-4TH-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-SUB-B01-5TH-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-SUB-B01-6TH-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-SUB-B01-7TH-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-SUB-B01-8TH-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-SUB-B04-RF-1020,10-May-26,6.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-SUB-B03-RF-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-SUB-B02-RF-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-SUB-B04-SOG-1010,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-SUB-B03-SOG-1010,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-SUB-B02-SOG-1010,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B03-BAS2-1000,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-FOOT-1100,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B04-FOOT-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B02-BAS02-1050,10-May-26,100.00%,0.00%,"$16,436.16",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B02-BAS02-1060,10-May-26,100.00%,0.00%,"$1,930,616.77",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-WT-1150,10-May-26,100.00%,0.00%,"$327,929.28",$0.00,$0.00,
The Big -P.01-UP-20-April-26,P-MDEL-1160,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-BAS02-1000,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-BAS02-1010,10-May-26,100.00%,0.00%,"$1,987,012.60",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B02-BAS02-1030,10-May-26,100.00%,100.00%,"$187,673.71","$187,673.71","$187,673.71",
The Big -P.01-UP-20-April-26,CON-B04-BAS02-1000,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-BAS02-1010,10-May-26,100.00%,0.00%,"$1,998,244.03",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-WT-1160,10-May-26,100.00%,0.00%,"$447,258.67",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B02-BAS02-1070,10-May-26,100.00%,0.00%,"$30,854.95",$0.00,$0.00,
The Big -P.01-UP-20-April-26,P-MPOS-1120,15-Apr-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-BAS02-1020,10-May-26,100.00%,0.00%,"$1,629,349.68",$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B04-SOG-1000,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-BAS02-1040,10-May-26,100.00%,0.00%,"$1,703,595.99",$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B04-SOG-1010,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-BAS02-1020,10-May-26,100.00%,0.00%,"$1,639,957.83",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-WT-1170,10-May-26,100.00%,0.00%,"$491,893.92",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B02-BAS02-1080,10-May-26,100.00%,0.00%,"$24,654.24",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-BAS02-1050,10-May-26,100.00%,0.00%,"$17,372.16",$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B02-BAS2-1010,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B01-FOOT-1000,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B02-FOOT-1000,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B02-FOOT-1010,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B03-FOOT-1000,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B03-FOOT-1010,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B04-FOOT-1000,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B04-WT-1000,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B04-WT-1010,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B01-REP-1000,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B02-REP-1000,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B03-REP-1000,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B04-REP-1000,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B01-FOOT-1010,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B01-FOOT-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B01-FOOT-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B02-FOOT-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B03-FOOT-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B04-WT-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-WT-1180,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B04-WT-1040,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B02-BAS02-1100,10-May-26,100.00%,0.00%,"$1,314,389.48",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B02-BAS02-1090,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-BAS02-1060,10-May-26,100.00%,0.00%,"$1,730,165.79",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-BAS02-1070,10-May-26,100.00%,0.00%,"$32,613.80",$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B02-BAS2-1000,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B04-WT-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B04-FOOT-1010,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,P-MDEL-1110,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B03-BAS2-1000,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B04-BAS2-1000,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B04-FOOT-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B02-BAS2-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B02-BAS2-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B02-BAS01-1000,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B02-BAS01-1010,10-May-26,100.00%,0.00%,"$660,501.51",$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B02-GR-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B01-GR-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B02-1ST-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B02-2ND-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B02-3RD-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B02-4TH-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B01-1ST-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B01-2ND-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B01-3ED-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B01-4TH-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B01-5TH-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B01-6TH-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B01-7TH-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B01-8TH-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B02-RF-1010,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B01-RF-1010,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B04-GR-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B03-GR-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B04-1ST-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B04-2ND-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B04-2RD-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B04-4TH-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B04-5TH-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B04-6TH-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B04-7TH-1020,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B04-8TH-1020,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B03-1ST-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B03-2ND-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B03-3RD-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B03-4TH-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B04-RF-1010,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B03-RF-1010,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B02-SOG-1000,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B03-SOG-1000,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-WT-1190,10-May-26,100.00%,0.00%,"$283,500.00",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-WT-1200,10-May-26,100.00%,0.00%,"$283,500.00",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-BAS02-1080,10-May-26,100.00%,0.00%,"$26,058.24",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B02-BAS01-1020,10-May-26,100.00%,0.00%,"$96,472.91",$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B01-1ST-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B02-GR-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B01-GR-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B02-1ST-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B02-2ND-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B02-3RD-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B02-4TH-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B01-2ND-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B01-3ED-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B01-4TH-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B01-5TH-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B01-6TH-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B01-7TH-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B01-8TH-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B02-RF-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B04-GR-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B03-GR-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B04-1ST-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B04-2ND-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B04-2RD-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B04-4TH-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B04-5TH-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B04-6TH-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B04-7TH-1030,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B04-8TH-1030,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B03-1ST-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B03-2ND-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B03-3RD-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B03-4TH-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B04-RF-1020,10-May-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B03-RF-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B02-SOG-1010,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,E-APP-B03-SOG-1010,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-BAS02-1030,10-May-26,100.00%,0.00%,"$2,459,936.74",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-BAS02-1090,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B03-BAS2-1010,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-BAS02-1030,10-May-26,100.00%,0.00%,"$2,444,024.52",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-BAS02-1040,10-May-26,100.00%,0.00%,"$2,076,088.44",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-WT-1210,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-BAS02-1100,10-May-26,100.00%,0.00%,"$1,135,730.66",$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B02-BAS2-1010,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-BAS02-1050,10-May-26,100.00%,0.00%,"$17,372.16",$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B04-WT-1040,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-BAS02-1040,10-May-26,100.00%,0.00%,"$2,150,349.87",$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B01-BAS2-1000,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-BAS02-1060,10-May-26,100.00%,0.00%,"$3,266,944.59",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-BAS02-1070,10-May-26,100.00%,0.00%,"$527,474.80",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-BAS01-1000,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B03-BAS2-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B03-BAS2-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,P-MPOS-1130,15-Apr-26,0.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-BAS02-1080,10-May-26,100.00%,0.00%,"$21,800.21",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-BAS02-1050,10-May-26,100.00%,0.00%,"$16,099.20",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-BAS02-1060,10-May-26,100.00%,0.00%,"$527,474.80",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-BAS02-1090,10-May-26,100.00%,0.00%,"$1,075,623.24",$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B04-BAS2-1000,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-BAS02-1070,10-May-26,100.00%,0.00%,"$3,160,336.76",$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B02-BAS2-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B02-BAS2-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-BAS02-1080,10-May-26,100.00%,0.00%,"$32,613.80",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-BAS02-1090,10-May-26,100.00%,0.00%,"$1,075,623.24",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B02-BAS02-1110,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-BAS01-1010,10-May-26,100.00%,0.00%,"$882,883.82",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-BAS02-1100,10-May-26,100.00%,0.00%,"$26,058.24",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-BAS02-1110,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B02-BAS01-1030,10-May-26,100.00%,0.00%,"$144,709.37",$0.00,$0.00,
The Big -P.01-UP-20-April-26,P-MDEL-1060,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-BAS02-1110,10-May-26,100.00%,0.00%,"$791,212.20",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B03-BAS01-1020,10-May-26,100.00%,0.00%,"$716,427.39",$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B04-BAS2-1010,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B02-BAS01-1040,10-May-26,100.00%,0.00%,"$2,270,472.81",$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B02-BAS1-1000,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B03-BAS2-1010,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B04-BAS2-1020,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-BAS02-1150,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-BAS02-1100,10-May-26,100.00%,0.00%,"$24,148.80",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-BAS02-1130,10-May-26,100.00%,0.00%,"$3,114,132.67",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B02-BAS01-1050,10-May-26,100.00%,0.00%,"$16,436.16",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B02-BAS01-1060,10-May-26,100.00%,0.00%,"$2,217,753.89",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-BAS02-1110,10-May-26,100.00%,0.00%,"$791,212.20",$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B01-BAS2-1010,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-APP-B01-BAS2-1000,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-BAS01-1000,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-BAS01-1010,10-May-26,100.00%,0.00%,"$1,868,166.61",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B04-BAS02-1120,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B04-BAS2-1030,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,AB-SUB-B04-BAS2-1040,10-May-26,100.00%,0.00%,$0.00,$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B01-FOOT-1110,10-May-26,100.00%,0.00%,"$238,065.85",$0.00,$0.00,
The Big -P.01-UP-20-April-26,CON-B02-FOOT-1110,10-May-26,100.00%,0.00%,"$126,906.90",$0.00,$0.00,
